97         ;13 Mar 2014, 24:00;900.79        ;50.000              
98         ;14 Mar 2014, 24:00;900.79        ;51.000              
99         ;15 Mar 2014, 24:00;900.79        ;51.000              
100        ;16 Mar 2014, 24:00;900.77        ;50.000              
101        ;17 Mar 2014, 24:00;900.74        ;50.000              
102        ;18 Mar 2014, 24:00;900.73        ;50.000              
103        ;19 Mar 2014, 24:00;900.72        ;50.000              
104        ;20 Mar 2014, 24:00;900.70        ;50.000              
105        ;21 Mar 2014, 24:00;900.69        ;50.000              
106        ;22 Mar 2014, 24:00;900.69        ;50.000              
107        ;23 Mar 2014, 24:00;900.67        ;50.000              
108        ;24 Mar 2014, 24:00;900.69        ;50.000              
109        ;25 Mar 2014, 24:00;900.63        ;50.000              
110        ;26 Mar 2014, 24:00;900.60        ;50.000              
111        ;27 Mar 2014, 24:00;900.60        ;50.000              
112        ;28 Mar 2014, 24:00;900.60        ;52.000              
113        ;29 Mar 2014, 24:00;900.59        ;52.000              
114        ;30 Mar 2014, 24:00;900.55        ;52.000              
115        ;31 Mar 2014, 24:00;900.55        ;52.000              
116        ;01 Apr 2014, 24:00;900.55        ;52.000              
117        ;02 Apr 2014, 24:00;900.54        ;52.000              
118        ;03 Apr 2014, 24:00;900.53        ;52.000              
119        ;04 Apr 2014, 24:00;900.52        ;52.000              
120        ;05 Apr 2014, 24:00;900.48        ;52.000              
121        ;06 Apr 2014, 24:00;              ;52.000              
